step,vehicle_count,avg_speed
144,245,14.801315508149903
145,247,14.60864628625289
146,248,14.373017110916816
147,250,14.286863073740244
148,251,14.203873591300718
149,253,14.243007129324148
150,252,14.361052472811702
151,254,14.503865703824832
152,255,14.602064701007032
153,254,14.722618085706866
154,257,14.471975175239766
155,259,14.177591513319074
156,261,13.941404647488064
157,263,13.835997755565222
158,263,13.750851433931865
159,264,13.801155483047806
160,264,13.859023362130714
161,265,13.97276717653547
162,268,13.806410242213909
163,269,13.859479532697735
164,269,14.011162033353555
165,271,13.851861733681327
166,272,13.751430915700894
167,273,13.6647922985304
168,275,13.767133260524428
169,276,13.700743329378987
170,276,13.70883940592779
171,279,13.62543432853074
172,278,13.554001999543786
173,277,13.526936140769246
174,280,13.531534599198332
175,280,13.571455296721764
176,281,13.443126826458617
177,281,13.357489252822711
178,280,13.159384554983152
179,281,13.032681874062002
180,283,12.952470168591962
181,284,12.872666796830343
182,287,12.924566806151246
183,287,12.96035036219069
184,287,12.937605711182462
185,289,12.7914686121227
186,290,12.711163042288693
187,291,12.737884794920356
188,291,12.67182776673899
189,293,12.648567971182759
190,293,12.648063086063887
191,295,12.636225500518437
192,295,12.556254813302958
193,297,12.452381315018373
194,298,12.414840792645647
195,299,12.4931974082391
196,300,12.460871092455294
197,299,12.488507792941418
198,301,12.555021756425237
199,303,12.5858688318709
200,305,12.678782957575645
201,305,12.80373428168122
202,308,12.980257655880456
203,309,13.00660695513852
204,310,13.174908078302346
205,312,13.19967560429141
206,313,13.307874463096462
207,314,13.469774006610777
208,314,13.516964640809071
209,317,13.448802911010963
210,319,13.47665465221242
211,319,13.465479145304114
212,319,13.407712037137115
213,321,13.465136095951063
214,321,13.62341771543129
215,320,13.659402967945592
216,321,13.551121146859318
217,322,13.537884913519228
218,322,13.39458728363549
219,325,13.272476110414027
220,327,13.15838335907011
221,327,13.375433067552876
222,329,13.578471873862664
223,329,13.789580468559437
224,329,13.916592841943483
225,332,13.87172933538081
226,332,13.926545709770977
227,331,13.92931549371768
228,333,13.953671970033657
229,334,13.93649184183616
230,335,13.809676534410597
231,337,13.688056808259832
232,337,13.77457394272568
233,339,13.611097442824075
234,341,13.517521884429415
235,341,13.5374874118646
236,344,13.545197438263479
237,344,13.649674414752587
238,344,13.57208299805477
239,346,13.433622858780161
240,348,13.423132774567542
241,348,13.287082746748816
242,351,13.253660782130808
243,351,13.281245872375834
244,349,13.401851128897034
245,352,13.41175251160924
246,351,13.452687724204864
247,354,13.39837383068379
248,354,13.151573275295851
249,356,12.912868061542792
250,358,12.820283181217512
251,359,12.842538348688603
252,359,12.888725047182646
253,362,12.838998982143366
254,361,12.76522238531557
255,362,12.77903005696274
256,365,12.693657572146833
257,366,12.72139383128744
258,367,12.650533200459243
259,367,12.656443077386871
260,366,12.65753531716977
261,367,12.734951981528432
262,370,12.77002622298443
263,370,12.731066685155536
264,370,12.664212664481617
265,369,12.612632018519227
266,367,12.494010245802153
267,369,12.269533425704001
268,367,12.247599344975962
269,366,12.222256437256066
270,366,12.225597434945477
271,368,12.241211572240017
272,369,12.412012957893461
273,371,12.468942387839768
274,371,12.58062166834823
275,369,12.775558753669053
276,370,12.924048439668162
277,370,13.0152625171803
278,373,12.91848632459555
279,375,12.78224905814432
280,377,12.588773941426977
281,377,12.347625528644441
282,375,12.238849916294663
283,375,12.155148664736034
284,378,12.065925612153064
285,376,12.066139189814308
286,376,12.134883941414621
287,378,12.164433944850472
288,376,12.172567578117182
289,375,12.204365307847912
290,377,12.288547810705321
291,376,12.271216222477893
292,372,12.286757085811487
293,374,12.245866629482222
294,373,12.24523168285702
295,374,12.266255198909796
296,376,12.184665296992868
297,376,12.149795738183416
298,377,12.19774635852803
299,378,12.220249707689604
300,380,12.174733820365816
301,379,12.003531844878713
302,380,12.140362159366422
303,378,12.202990917676695
304,381,12.405810534491206
305,380,12.511923774396454
306,380,12.623646673013003
307,384,12.56307225357119
308,383,12.501502559217084
309,381,12.229397002959704
310,382,12.238033743737233
311,383,12.150783083699519
312,385,12.07089850000938
313,387,11.904277564055088
314,382,11.863128056206383
315,380,11.751784880968886
316,381,11.721606532048673
317,381,11.720923200396895
318,379,11.694053018906992
319,377,11.831390020014117
320,376,11.897157570947156
321,377,11.963296504809767
322,379,12.068580318924733
323,380,12.213863097369014
324,382,12.276611852186546
325,381,12.36839833279671
326,382,12.439523515023934
327,383,12.563035722573478
328,383,12.63548738137819
329,385,12.767010678930387
330,386,12.827713039587843
331,385,12.848379269058842
332,384,12.94593533113593
333,387,12.761218619898195
334,389,12.622875932084488
335,390,12.574580367936415
336,389,12.574883965208194
337,388,12.675485336380499
338,389,12.606692720651495
339,388,12.538878124327562
340,390,12.527482886102518
341,392,12.538711083857184
342,393,12.436957573284705
343,393,12.367201702785144
344,396,12.154800327008308
345,394,12.067660588133515
346,394,11.935560051908052
347,398,11.797951493659273
348,398,11.79060416379422
349,400,11.859177698183649
350,398,11.774961128301083
351,398,11.741334614101474
352,397,11.71732369368981
353,397,11.700362714631948
354,396,11.610255310070528
355,397,11.592724476899994
356,394,11.529757289518525
357,394,11.508216451737637
358,393,11.455278355965369
359,391,11.409570624683324
360,392,11.397090774060846
361,393,11.454427478417447
362,394,11.459117902349249
363,395,11.38784765984661
364,398,11.384072139828858
365,398,11.34059533941472
366,398,11.366993708896837
367,398,11.323456230072521
368,396,11.39475108640451
369,398,11.403045967659933
370,396,11.306898311083055
371,398,11.370771649318662
372,397,11.382715716702776
373,398,11.315772722711612
374,399,11.268169753364429
375,402,11.159259996804908
376,401,11.150913847044476
377,401,11.168717482896442
378,403,11.210701400550718
379,403,11.287505653109683
380,404,11.130434237269474
381,405,11.13450326357262
382,405,11.026868907068014
383,404,10.915475319940189
384,404,10.873124043692231
385,405,10.899182317006145
386,406,10.912479914464654
387,407,10.972726140030334
388,408,11.103670438118106
389,407,11.198345071291696
390,408,11.247156065436695
391,409,11.308373686125705
392,411,11.36199440691132
393,412,11.469513614186917
394,413,11.54471888032202
395,414,11.578632443387951
396,414,11.51928716139134
397,411,11.323393372155746
398,411,11.129860834545397
399,412,10.868751928678702
400,412,10.705660783620749
401,412,10.597597072841353
402,412,10.550615214877661
403,411,10.540227005587743
404,412,10.60185151002146
405,409,10.584433950365367
406,411,10.65229956944794
407,408,10.694112044596139
408,408,10.756482178867694
409,410,10.798176065673871
410,410,10.863315151056355
411,412,11.032222287704434
412,412,11.150363171489598
413,414,11.202497679925257
414,413,11.305891327609098
415,414,11.30018122751466
416,414,11.332910320730745
417,415,11.30889291596427
418,415,11.171753016393424
419,416,11.038066302108986
420,419,10.877377959609515
421,417,10.858961438161032
422,418,10.76612113910636
423,419,10.723469771045654
424,421,10.79482303680537
425,419,10.826355493040628
426,419,10.840493561371577
427,420,10.840878155361375
428,420,10.83173175523154
429,422,10.688859211134982
430,423,10.650286533017791
431,423,10.610191519625333
432,424,10.552756207532573
433,426,10.526739662832467
434,425,10.563694770194976
435,428,10.476935617197448
436,427,10.482185204844482
437,427,10.58493849566617
438,428,10.586488478293955
439,427,10.776391183540106
440,430,10.890855830466483
441,431,10.88693627053297
442,431,10.832570960720245
443,430,10.793924954467368
444,431,10.877377326145092
445,429,10.910941047523577
446,431,10.969996194382778
447,432,11.147187170436991
448,430,11.207351254661484
449,432,11.087491504577596
450,428,10.918188532112504
451,429,10.821820959515101
452,430,10.78110440389793
453,431,10.802639321757752
454,429,10.874213537138493
455,432,10.82938577138647
456,431,10.786940580046085
457,433,10.795604157146233
458,434,10.801603645350408
459,432,10.761398037806774
460,434,10.650987097430201
461,434,10.597521969316976
462,436,10.537091732082217
463,434,10.544978228991887
464,436,10.533033808677915
465,436,10.54160865528992
466,439,10.540371590249915
467,439,10.557133361043734
468,439,10.516584949559396
469,442,10.401796661529968
470,443,10.389598689886995
471,444,10.3193527110545
472,443,10.295922412941946
473,445,10.33981936296454
474,447,10.382968588036995
475,447,10.364149699597561
476,446,10.405224510508868
477,448,10.504242287878713
478,448,10.58728315086653
479,449,10.621261642756167
480,452,10.51770799514887
481,452,10.489183256593465
482,454,10.378738192860279
483,455,10.259859007187702
484,457,10.153210758026669
485,457,10.011486151202355
486,459,9.88951005169635
487,457,9.727317748996873
488,458,9.660742519215294
489,460,9.561790715671718
490,461,9.504074673547425
491,463,9.415380910390317
492,464,9.390870924954342
493,464,9.441036664834295
494,465,9.55937932429603
495,467,9.592859992635885
496,468,9.67613675933739
497,468,9.665550507978653
498,467,9.582544376453164
499,468,9.405403058256915
500,471,9.252421305312714
501,470,9.204699707829823
502,469,9.155444352651065
503,470,9.167298092240754
504,470,9.183288133475422
505,469,9.24016925422038
506,470,9.339930456102346
507,470,9.465070509379089
508,471,9.60813124570701
509,470,9.675905820160397
510,470,9.683692179811828
511,469,9.651372052767721
512,468,9.54397111977069
513,470,9.488059188288034
514,471,9.45427865592355
515,473,9.507047602246367
516,475,9.513499310338762
517,475,9.537478628973385
518,476,9.627695754847561
519,476,9.579695465831282
520,478,9.519859946306111
521,478,9.532260078947093
522,479,9.54480658807019
523,480,9.615464715663002
524,481,9.550694227278195
525,480,9.59016855405682
526,482,9.636066073557975
527,483,9.613368030875831
528,484,9.642008095557484
529,484,9.567135764650113
530,485,9.591171237302579
531,485,9.593466193012663
532,483,9.654209830769727
533,484,9.684542625237858
534,485,9.745495010412691
535,486,9.802935933487605
536,487,9.88703585425775
537,488,9.989101898602325
538,489,9.92233615607393
539,490,9.953848991938447
540,490,9.874648750785317
541,490,9.86614415490392
542,491,9.890318447203574
543,493,9.905062828927857
544,491,9.894204856592461
545,491,9.9134326948673
546,491,9.957887684293048
547,492,9.977332161473049
548,495,10.022208099384121
549,496,10.036565011297741
550,495,10.058629326403189
551,494,10.012190186879762
552,494,10.001473985505587
553,497,9.937358557234212
554,495,9.905762265109942
555,498,9.828706467945999
556,497,9.775063187930321
557,500,9.650465360600792
558,500,9.64229595726439
559,501,9.69575645857711
560,500,9.611950358747876
561,500,9.68143610855239
562,502,9.659574450779933
563,502,9.632440580549794
564,504,9.645845353479974
565,505,9.696709883025987
566,505,9.795231470561895
567,504,9.869182321765424
568,506,9.983572694392054
569,507,10.026430798146015
570,507,10.034994466661294
571,508,10.082871738369054
572,508,9.956654435699184
573,508,9.85464290294817
574,510,9.735346821240757
575,510,9.652548460227043
576,509,9.576813040975397
577,511,9.435337697448784
578,511,9.326913264963288
579,514,9.252403684191378
580,515,9.28036617307188
581,514,9.24327699833835
582,517,9.14601970997175
583,516,9.095145274049784
584,514,8.965037989891288
585,514,8.843391571417307
586,516,8.729638823271348
587,517,8.698945470513609
588,518,8.652118184419034
589,519,8.690597678712054
590,518,8.761417312338795
591,520,8.783541477508576
592,520,8.864778976891083
593,522,8.925990603455569
594,524,8.962303745354347
595,525,8.85460589504556
596,527,8.80939312375158
597,528,8.801730000445424
598,529,8.783186232747253
599,532,8.785669655961033
600,528,8.76263967608774
601,528,8.789903188007221
602,530,8.735341150389313
603,530,8.735305512561112
604,530,8.678133688762252
605,527,8.726703117742577
606,527,8.762210598833583
607,528,8.832690886973127
608,529,8.921630513925045
609,530,8.97438155811167
610,531,9.018327396650825
611,532,8.96860793654768
612,533,8.961351039575854
613,535,8.914693901471555
614,535,8.895117592583535
615,535,8.799613237062557
616,534,8.67179638282219
617,534,8.637172664654393
618,536,8.6782630115302
619,539,8.698127250513783
620,537,8.68133967311831
621,538,8.696544204146244
622,539,8.696027970500158
623,539,8.668838894262988
624,539,8.62017573548973
625,540,8.609894305102628
626,541,8.62057371662936
627,542,8.718110168930114
628,545,8.83102746413588
629,541,8.865347532801385
630,542,8.858220227066802
631,544,8.785821948866687
632,544,8.72295084078224
633,546,8.653632313369584
634,547,8.704326290084245
635,548,8.749439014242837
636,549,8.754639833179414
637,550,8.702738683181442
638,551,8.737867434694538
639,551,8.670405278270335
640,552,8.670957535467293
641,551,8.672480778521708
642,552,8.640123840648188
643,553,8.62276027647604
644,554,8.606807804402305
645,555,8.574569611724844
646,556,8.529553641878438
647,554,8.475745819356202
648,557,8.468425931050236
649,557,8.513615530714594
650,560,8.476055706916405
651,561,8.539260140642298
652,561,8.577021793324914
653,563,8.680540947082317
654,562,8.704587135870673
655,561,8.73329904630159
656,560,8.817605613395354
657,561,8.880322549660033
658,561,8.903799452029547
659,561,8.824235853535797
660,561,8.823402723395427
661,561,8.857421970503038
662,562,8.864275798631873
663,561,8.927330818096484
664,562,8.97981236122759
665,564,9.010656693843655
666,563,9.028427896446019
667,565,8.97220345860443
668,567,8.843205460554454
669,563,8.64476877803869
670,562,8.52843803177533
671,563,8.506310221586444
672,564,8.50457198252482
673,567,8.432436781056284
674,567,8.38519390028785
675,568,8.379903908603278
676,570,8.396087391808539
677,569,8.38345377485317
678,570,8.424955143908896
679,570,8.434276544329625
680,569,8.469116648171893
681,569,8.47429679260324
682,572,8.435942650029896
683,572,8.446350867316392
684,572,8.384654414342673
685,573,8.372385426388037
686,575,8.332840050915427
687,575,8.330678186538155
688,578,8.244117044130274
689,578,8.231968750733198
690,579,8.199249802189955
691,580,8.165343885499297
692,579,8.087923959526565
693,582,8.030518269851896
694,581,8.01369482299186
695,581,8.03983873687634
696,582,8.079732289684046
697,581,8.054456043927669
698,580,8.043671390675843
699,582,8.052979260535585
700,582,8.087526581240802
701,584,8.098745175633322
702,584,8.175120841035211
703,586,8.240337251672
704,587,8.24169413218155
705,587,8.28146671779684
706,586,8.263646389905006
707,588,8.271983038995824
708,590,8.24292295247565
709,591,8.242432968289485
710,592,8.217763997112241
711,592,8.218978938060605
712,592,8.175118425041662
713,594,8.123459555399688
714,593,8.130561018949185
715,594,8.146775102094802
716,595,8.094946300756027
717,595,8.140217079731727
718,596,8.182521982964255
719,598,8.297983866702431
720,597,8.38078427337812
721,600,8.487811862905682
722,599,8.562459687763104
723,600,8.626333208397376
724,603,8.564486549648157
725,604,8.605513792536234
726,603,8.576750364155268
727,603,8.52183665820963
728,604,8.455063710793794
729,604,8.457005328468817
730,607,8.430012003579543
731,605,8.4115652870875
732,606,8.415961436132338
733,608,8.346508418252705
734,608,8.307571458576515
735,608,8.262998365153543
736,608,8.314591576730676
737,609,8.382726335346357
738,611,8.375966581678483
739,613,8.33615752118762
740,613,8.261054485429833
741,613,8.116299273752851
742,612,7.951830340212605
743,611,7.886487168006392
744,611,7.814230414770199
745,608,7.813151502175931
746,608,7.836583130267383
747,609,7.798358330246486
748,611,7.895746994399698
749,607,7.8407971764102395
750,608,7.710667866726176
751,609,7.740258044998537
752,609,7.779946545619452
753,612,7.7790467105126355
754,612,7.8644183121432585
755,614,7.89764268466895
756,616,7.954262681493054
757,617,8.010021427224915
758,619,8.067087650575203
759,619,8.136964509252827
760,618,8.135427575845387
761,621,8.139591708313962
762,619,8.083880165907452
763,618,8.041000487668475
764,620,8.004067597913606
765,620,8.001187581490568
766,621,8.042188126623037
767,622,8.105192265421767
768,623,8.123338308339319
769,621,8.124405719425544
770,624,8.102623304640062
771,625,8.119480891701572
772,627,8.126989132387342
773,626,8.122974012510584
774,624,8.169054122732197
775,625,8.139023312728275
776,623,8.169565131571515
777,622,8.182341822901417
778,625,8.147146981819253
779,627,8.13425881958197
780,624,8.082938903033192
781,626,7.96410398341247
782,624,7.865934007025307
783,623,7.827146290944294
784,625,7.7655342865066475
785,623,7.76983725748357
786,624,7.798707963265117
787,626,7.86538262306809
788,627,7.8829332461441854
789,630,7.944971898819436
790,631,7.977282109736505
791,629,8.024069056150909
792,629,8.02102339335897
793,626,7.965714715116981
794,625,7.892720175306211
795,627,7.912405463170693
796,628,7.980481298354213
797,629,7.968873169158164
798,631,8.030376226211619
799,632,8.170312007488993
800,633,8.213456434684678
801,635,8.200277241238203
802,635,8.156316859822287
803,635,8.1375019498163
804,638,8.149993601601459
805,637,8.166520703928228
806,638,8.236301755455088
807,635,8.31645820020819
808,637,8.289873093458775
809,639,8.278713851583033
810,641,8.27303798330046
811,641,8.213983908010075
812,644,8.177893746020253
813,643,8.196232105480977
814,642,8.294334475711834
815,643,8.320767184531668
816,642,8.265454244241408
817,640,8.198627721781383
818,642,8.14262567718342
819,643,8.113670374505428
820,643,8.10163329994971
821,645,8.177787260946126
822,644,8.239904577707735
823,644,8.28524188532379
824,643,8.396160018318366
825,641,8.417619556229962
826,644,8.448433573333682
827,643,8.475807831768956
828,642,8.45677503101001
829,644,8.522856867311432
830,645,8.53831119581327
831,646,8.509810396748565
832,646,8.567727300314248
833,644,8.563034160695041
834,643,8.545110347931203
835,644,8.489397457009872
836,645,8.407051701954869
837,647,8.336621346174612
838,647,8.307850867150657
839,649,8.190367250784861
840,651,8.150626801148734
841,652,8.095346722136343
842,651,8.062083474702114
843,654,8.091521902251237
844,654,8.071919413487848
845,653,8.059111899570377
846,654,8.064815860573953
847,655,8.009209232843093
848,655,7.953316005056482
849,654,7.904866792489184
850,656,7.951924823686676
851,655,7.979116751854748
852,657,7.998706094889375
853,657,8.113271697942817
854,659,8.194097228313263
855,661,8.189003276671071
856,660,8.12973826609869
857,660,8.077428558999605
858,660,8.083982687599196
859,659,7.9897132552192085
860,660,8.033101026490945
861,661,8.027283128390499
862,662,8.02646373266452
863,662,7.965551663222448
864,661,7.847920488155823
865,658,7.778983057415579
866,658,7.718564159093668
867,659,7.743125617433713
868,658,7.777967463146859
869,660,7.838748081031103
870,661,7.80591904619983
871,660,7.835597922146187
872,662,7.93893856698245
873,662,7.92657721333394
874,662,7.903243064301158
875,663,7.829926858529356
876,664,7.781008718168882
877,667,7.784572957598373
878,666,7.785779957792445
879,667,7.769440405406497
880,668,7.693375902917902
881,669,7.646102903363092
882,670,7.662063547397661
883,669,7.6668327422038915
884,669,7.651291108651709
885,668,7.616376653839851
886,671,7.568803840303561
887,671,7.538349631490089
888,671,7.478316872542438
889,672,7.428562867324778
890,672,7.452377763001447
891,671,7.480798415118041
892,674,7.50337169073382
893,673,7.510994834069893
894,675,7.468319935494905
895,669,7.347507011776998
896,667,7.247602697174492
897,667,7.160632440080895
898,667,7.099505651175748
899,666,7.069643744728764
900,667,7.149438506646594
901,668,7.2371185147957995
902,669,7.276351057203661
903,669,7.255489327337172
904,670,7.273120278406224
905,670,7.303034304229261
906,673,7.270888265538364
907,672,7.25318673565405
908,673,7.231025883531937
909,675,7.257272929126694
910,675,7.202440751878071
911,677,7.2071421524268455
912,679,7.138575963477215
913,679,7.1264287226576
914,680,7.150359223719706
915,681,7.211718926421947
916,681,7.227016872721983
917,679,7.19735070519194
918,679,7.1836869090704285
919,677,7.24099650333889
920,675,7.282085837657339
921,676,7.306873147088826
922,675,7.2987207158461755
923,678,7.275631164902143
924,677,7.250556856641689
925,675,7.232527149511507
926,678,7.261067835965943
927,678,7.284447802965109
928,681,7.273698367238446
929,681,7.322599832122402
930,680,7.305959392885817
931,681,7.252708490344902
932,682,7.219651297489664
933,683,7.094651469353771
934,686,6.968718097447197
935,685,6.832273979919795
936,686,6.736697096858165
937,687,6.660477849392048
938,685,6.712398006899994
939,686,6.664053762820972
940,688,6.601466955209272
941,688,6.622605017621186
942,688,6.6816514966950855
943,690,6.707594002306983
944,689,6.741595750237569
945,691,6.7667350295688005
946,689,6.767604000312835
947,690,6.770604785246085
948,693,6.748256908672471
949,692,6.76403595656845
950,693,6.714000250052537
951,694,6.689187342280861
952,695,6.692851450788795
953,696,6.7416621656891325
954,698,6.854277977192083
955,696,6.859654894649716
956,697,6.890545445784347
957,698,6.969910327692724
958,699,7.033748129696987
959,701,7.077215406003225
960,700,7.116439347630204
961,702,7.17376560382239
962,701,7.170710700217619
963,700,7.152814594740448
964,701,7.102878345027502
965,704,7.007488624367929
966,702,6.9480698386750515
967,703,6.924129128302638
968,703,6.951017738210955
969,704,6.937449178191341
970,703,6.898762456497656
971,702,6.824787681898858
972,703,6.772258395526569
973,703,6.768195552816149
974,705,6.720306802989367
975,703,6.642011723706738
976,703,6.558939863987931
977,704,6.489991067349366
978,702,6.4277039821907
979,705,6.391098291568141
980,705,6.36372511690293
981,707,6.395524546781608
982,709,6.419323155148945
983,709,6.477490095760082
984,709,6.432624690205743
985,710,6.382916288151308
986,711,6.331058421375673
987,712,6.344950012342053
988,713,6.335795621000146
989,713,6.3346870960949415
990,714,6.32233855406239
991,714,6.370981375053549
992,715,6.427555487201374
993,716,6.473843763140356
994,718,6.414095759314962
995,718,6.35229948489002
996,717,6.338135294558115
997,720,6.355133888071218
998,719,6.355323762661251
999,719,6.3620469413813625
1000,719,6.397565546637201
1001,721,6.419748704416751
1002,720,6.458771513279667
1003,723,6.484319095522303
1004,722,6.4986132761724935
1005,722,6.4700135969198405
1006,723,6.4986185263575145
1007,724,6.539448186347293
1008,727,6.516056014286806
1009,728,6.561119543134257
1010,730,6.5016886300454
1011,732,6.45951090226832
1012,734,6.451221519582317
1013,735,6.449676917733901
1014,738,6.450355485533842
1015,736,6.45528441245502
1016,738,6.418250406774676
1017,737,6.437912691796929
1018,737,6.474339217921775
1019,738,6.543876771396661
1020,737,6.537984730354501
1021,739,6.530821176627065
1022,741,6.51072314219379
1023,742,6.505421456433168
1024,743,6.469186052497864
1025,745,6.414555535260857
1026,743,6.358073249291467
1027,744,6.387890205314287
1028,746,6.330878635478401
1029,746,6.356189854264119
1030,746,6.389915799251105
1031,746,6.464278039673177
1032,747,6.56362927949564
1033,748,6.579026331203233
1034,749,6.621321714020567
1035,747,6.636455828614893
1036,750,6.605456641340667
1037,750,6.512565445735622
1038,749,6.446034063922843
1039,751,6.365130215484177
1040,747,6.267276621573082
1041,749,6.214094186009979
1042,749,6.205556484525867
1043,749,6.1706044618887805
1044,749,6.247707386351926
1045,751,6.3107560618832474
1046,749,6.331863772585144
1047,747,6.374830799418896
1048,750,6.4228827102286825
1049,749,6.447056716284361
1050,752,6.4634700807065055
1051,752,6.452837911240756
1052,752,6.350485630596447
1053,754,6.341424063692792
1054,756,6.295745208393518
1055,757,6.282384907596938
1056,760,6.285152532963677
1057,761,6.351787981209477
1058,762,6.433072484484231
1059,763,6.412983883915171
1060,762,6.3966105556646315
1061,763,6.413700925253734
1062,762,6.388977617642547
1063,763,6.394897838471946
1064,762,6.370107917570579
1065,762,6.25788384336928
1066,762,6.245139105962792
1067,763,6.278817857175643
1068,766,6.329041576598743
1069,767,6.451641904536176
1070,769,6.527106380980664
1071,770,6.647457951063589
1072,772,6.680796655678549
1073,771,6.6806690445737695
1074,773,6.712421401951154
1075,772,6.73226011917377
1076,774,6.7347239226170545
1077,774,6.703389976091421
1078,774,6.711443383763341
1079,774,6.688190931859786
1080,775,6.65731938690041
1081,776,6.624750473527419
1082,778,6.559786233460272
1083,780,6.555731866175149
1084,779,6.483655821178006
1085,783,6.356922861789518
1086,783,6.331495406280923
1087,782,6.209262982613989
1088,782,6.286897099911255
1089,782,6.374768479406621
1090,782,6.3989733197631375
1091,781,6.4428205168606745
1092,784,6.44869365026196
1093,785,6.416689386674463
1094,787,6.3581624158131165
1095,787,6.2744409021690615
1096,788,6.190128718029288
1097,787,6.2029184686213314
1098,788,6.304703415708583
1099,791,6.3440210439862295
1100,792,6.412917413629875
1101,791,6.4024191234533365
1102,792,6.400043203861543
1103,793,6.390388749591241
1104,794,6.442799220105561
1105,795,6.434502898030739
1106,796,6.446063050317688
1107,799,6.559278070844432
1108,799,6.600655020601835
1109,798,6.612686383190674
1110,799,6.616370863616894
1111,799,6.634619719221591
1112,800,6.603694283836603
1113,798,6.568211086625725
1114,798,6.549789525693894
1115,798,6.540171390912808
1116,798,6.518933755296378
1117,796,6.501766811472519
1118,795,6.513979793484357
1119,796,6.484271599481876
1120,797,6.4927460003271555
1121,795,6.4824504956088
1122,793,6.423509659599977
1123,794,6.443715436223478
1124,796,6.411195685540577
1125,797,6.33315706469253
1126,796,6.278975907897278
1127,798,6.297018306803512
1128,797,6.303672988570388
1129,795,6.279889483347331
1130,798,6.35070315127958
1131,798,6.420421284959635
1132,798,6.407651877773685
1133,800,6.505414971603816
1134,799,6.598348489840427
1135,799,6.675845158673756
1136,802,6.802531598543222
1137,802,6.938181396169255
1138,803,7.044215894294771
1139,800,7.096445919632216
1140,798,7.103290992765556
1141,801,7.080677138770073
1142,801,7.009326507853938
1143,803,6.989431176825088
1144,804,6.999171263804524
1145,803,6.932588442042173
1146,802,6.932127515259447
1147,803,6.941604652046617
